income,expenses,savings,debt,transaction_count,food_expense,shopping_expense,entertainment_expense,risk_level
171400,112581,58819,133660,65,20206,33040,6088,High
116751,51665,65086,77112,40,15067,15358,6870,High
52306,16836,35470,2511,68,3991,3533,1375,Low
195987,86137,109850,58988,67,17231,9831,8015,Medium
62219,35494,26725,46071,21,10200,7389,6622,High
85279,67689,17590,0,57,20207,18849,8489,Medium
78028,32935,45093,41330,40,6125,7772,2975,High
129263,99256,30007,94372,92,33041,24218,13872,Medium
25126,21696,3430,17563,72,6513,2538,1741,High
77329,46015,31314,0,83,15492,5581,2814,High
52632,43891,8741,0,48,9366,5506,2332,Medium
134945,89134,45811,36671,85,30115,25035,17178,Medium
80176,57254,22922,0,29,12807,11746,9085,Low
159869,102648,57221,0,57,16505,26515,17449,Low
169790,102054,67736,33942,80,30880,12558,20118,Low
59560,26952,32608,16974,63,7834,7695,5113,Medium
101589,50497,51092,14402,87,13613,13342,8106,Low
47116,23015,24101,26201,84,5707,3336,3546,High
192316,128108,64208,94810,80,20040,35208,12878,Medium
157717,59612,98105,0,38,16388,9102,3910,Low
149085,133567,15518,0,83,31170,18842,18172,Medium
142718,109668,33050,103791,82,28737,16762,14962,High
44256,24824,19432,1031,57,5855,7000,4786,Low
125158,50451,74707,77007,83,17315,14283,5871,Low
193502,168984,24518,0,92,45764,28017,25959,Medium
195354,163209,32145,69757,65,48937,39347,22236,Medium
144719,111306,33413,63756,26,37540,26173,8516,Medium
93244,44431,48813,70452,18,11921,11610,6167,High
167766,94215,73551,28490,43,14359,15008,12343,Low
81264,29806,51458,33814,54,4675,6021,3698,Medium
82545,34906,47639,31348,97,10139,8151,4433,Medium
64224,51954,12270,13276,18,10693,5468,3875,Medium
122945,94025,28920,0,16,24998,16487,11238,Medium
38224,26212,12012,27509,25,4992,6269,3691,High
65738,57995,7743,41122,28,11833,8729,7157,High
181222,123072,58150,0,15,30882,35880,15175,Low
88731,53551,35180,6157,20,18481,5678,3300,Low
164649,85821,78828,79748,85,23450,25026,6746,Medium
33070,30136,2934,0,70,10162,4320,2957,High
151161,53475,97686,81364,51,18281,5869,6037,High
33666,30470,3196,0,22,5838,4829,4238,High
82761,69301,13460,43882,21,14708,17828,12439,High
61368,23593,37775,28974,94,7172,5909,1742,Medium
162855,108663,54192,55071,83,35136,15404,5679,Medium
66914,57763,9151,10753,29,14662,8049,6780,Medium
152738,102590,50148,37353,59,35767,23443,11778,Low
92526,82318,10208,38823,45,12538,15773,10930,Medium
44956,41042,3914,0,97,8615,10607,7181,High
71240,40930,30310,44424,78,11240,4290,6972,High
146008,79611,66397,0,46,19413,17680,5175,Low
193220,175561,17659,150354,21,30428,43211,33374,High
119270,88121,31149,27273,49,19700,26319,5865,Low
29757,11171,18586,0,63,1732,2633,1621,Low
44097,14441,29656,12193,11,4022,2113,2178,Medium
166467,111034,55433,0,59,36480,13505,16875,Low
172313,155876,16437,0,50,50967,35568,13998,High
128892,109398,19494,84325,54,31715,22386,10890,High
183768,135859,47909,0,18,33034,38017,17974,Low
95480,37277,58203,0,71,9408,9144,2979,Low
71163,33108,38055,0,95,5872,6686,1756,Low
44816,38948,5868,2484,56,8498,7038,5231,Medium
77853,32606,45247,0,14,6115,5897,3905,Low
180989,87053,93936,88277,85,27355,12645,12928,Medium
121731,46773,74958,0,10,15573,4839,3367,Low
177638,131358,46280,57849,53,33809,28239,23137,Medium
87823,80234,7589,47612,31,23713,11431,5771,High
176878,83986,92892,0,47,14638,11897,15428,Low
26759,16296,10463,12886,28,4427,2038,1913,Medium
198021,141054,56967,110487,89,40984,19454,18685,High
117374,111464,5910,8497,40,26813,11855,20563,High
158554,58367,100187,63108,76,11594,13707,5544,Medium
49442,30855,18587,0,96,10042,5562,2384,Low
189791,104447,85344,109985,51,31185,22174,12205,High
118501,102240,16261,17970,91,33736,23248,8859,Medium
27079,16501,10578,19328,35,5176,4859,2131,High
158789,59091,99698,54742,22,20568,6715,5394,Medium
84676,60321,24355,13412,67,11366,11073,10838,Low
184024,147404,36620,64485,27,24667,21989,20798,Medium
198532,59931,138601,0,76,13029,11707,2998,Low
115397,99047,16350,0,96,17412,28138,16919,Medium
97847,41185,56662,0,12,10486,10081,4099,Low
118607,78143,40464,49451,64,21614,18159,7660,Medium
174521,99523,74998,20911,98,26439,18735,10694,Low
189608,145576,44032,9947,67,29384,34097,21041,Medium
89077,48213,40864,51979,72,15995,5133,5607,High
63258,54740,8518,28325,61,8442,11892,7898,High
184937,143293,41644,53114,98,31467,30199,10319,Medium
162717,117321,45396,105226,33,34468,19865,22939,High
144771,118358,26413,44943,81,35908,16605,18871,Medium
63000,49777,13223,40116,18,11609,13017,4357,High
51737,16729,35008,12655,46,2565,1853,2653,Low
36485,20306,16179,2126,92,5555,2313,2766,Low
63565,57527,6038,47426,62,9354,10821,3818,High
181594,69318,112276,57318,89,11892,10433,5318,Medium
144614,112670,31944,91707,33,31553,28065,6331,High
90155,84158,5997,20132,30,17883,19090,14423,High
77487,25875,51612,0,49,5682,6585,3435,Low
154948,115192,39756,108254,71,28494,18999,11232,High
37342,22565,14777,0,79,7801,5598,1555,Low
65806,44515,21291,43728,78,15272,12128,5457,High
73770,26223,47547,33717,23,6116,4433,3377,Medium
103623,33983,69640,50358,51,6901,5708,5277,Medium
128177,94013,34164,0,59,19791,26322,18378,Low
156026,130305,25721,109152,70,26550,14328,15016,High
100629,81339,19290,3496,13,20859,13830,9020,Medium
145993,95402,50591,0,81,25889,11804,10063,Low
151944,55446,96498,106453,97,13737,5865,9649,High
130947,97847,33100,78813,84,22661,11993,7186,High
51399,23501,27898,725,26,4518,4377,2387,Low
153177,136663,16514,0,94,33687,32442,21694,Medium
134575,113698,20877,57013,66,24811,17947,5952,Medium
135904,103436,32468,43585,99,26719,27921,9661,Medium
55678,51042,4636,13246,57,14548,9571,7463,High
101218,32432,68786,55202,53,8972,9523,2526,High
88230,68689,19541,0,54,16656,19976,6553,Medium
99055,50979,48076,0,89,13316,12982,6265,Low
187552,166723,20829,0,99,34506,47762,18890,Medium
97258,46035,51223,32309,42,7128,11113,3033,Medium
64986,50114,14872,0,40,13781,13987,9558,Medium
180232,156886,23346,0,56,31457,23108,8886,Medium
110595,36173,74422,42671,15,10265,6116,5876,Medium
126358,70567,55791,0,81,21127,17683,4284,Low
89929,71538,18391,0,80,23835,13228,8591,Medium
98506,58679,39827,48074,43,20046,15694,4477,Medium
59911,28380,31531,0,62,4316,7819,2019,Low
112127,49658,62469,27316,23,17284,7942,3420,Low
187893,72430,115463,3736,25,20758,19171,8540,Low
138453,118672,19781,433,52,33074,15528,15109,Medium
109458,73772,35686,19895,82,11290,12308,5164,Low
37175,12998,24177,12086,83,4188,2646,2559,Medium
144235,79138,65097,98225,90,14173,11497,7016,High
79771,42998,36773,50956,21,13650,9281,5109,High
152157,63621,88536,32520,79,9741,13725,5244,Low
146300,85304,60996,28621,28,23816,12060,10585,Low
111925,57738,54187,20354,50,13681,14961,9434,Low
91358,47704,43654,24793,62,9071,10796,6113,Medium
173399,135314,38085,0,38,23208,22130,12563,Medium
72057,32074,39983,0,79,7634,4696,2798,Low
31150,22341,8809,0,68,3902,6160,3660,Low
29425,19741,9684,3070,98,4881,5273,1337,Low
41032,27461,13571,412,73,7552,4007,2896,Low
27198,19880,7318,3349,33,6271,2129,1445,Low
176151,115634,60517,99399,98,33040,30169,10256,High
192292,167585,24707,37479,25,27323,37388,12217,Medium
197946,146307,51639,0,61,30941,17582,26776,Low
169931,111394,58537,0,89,23124,24225,17799,Low
187491,157369,30122,133019,15,52404,29968,21109,High
143865,99841,44024,102300,46,32304,25450,8353,High
164777,80616,84161,98303,94,18060,11432,10200,High
198952,86466,112486,5595,13,14200,16483,11078,Low
48236,19246,28990,0,47,6328,2526,2666,Low
112955,99925,13030,71078,50,32739,29128,5896,High
128145,97593,30552,1772,90,31322,24959,19121,Medium
171430,155880,15550,0,23,49728,38556,18676,High
119914,82997,36917,82286,80,20421,19756,15684,Low
127870,77707,50163,48498,95,14413,14349,3999,Medium
141243,47855,93388,463,60,11748,13622,4169,Low
39596,29165,10431,348,74,7259,3341,1913,Low
189644,128661,60983,63210,61,31906,33535,21285,Medium
157351,148482,8869,0,39,38271,21239,14554,High
136496,62167,74329,72555,66,12528,10245,10945,High
155273,100147,55126,88045,88,22357,20418,17511,High
163155,117981,45174,0,91,27942,30265,17717,Low
145674,104737,40937,0,39,18457,28038,15696,Low
145307,96606,48701,51369,51,23289,20939,14976,Medium
173843,139944,33899,19866,20,43675,25274,21140,Medium
186047,80602,105445,0,36,25438,23318,8707,Low
44063,34001,10062,27846,33,7898,5076,5182,High
92642,65111,27531,47380,48,16522,16969,12020,High
115093,101563,13530,0,81,15917,22588,10144,Medium
193671,164751,28920,0,27,46935,28893,31588,Medium
184601,93194,91407,130284,86,21520,9344,4849,High
60954,29230,31724,0,54,6988,5533,2992,Low
52856,49582,3274,31611,97,16100,7702,3461,High
27573,17721,9852,0,96,4294,2141,1222,Low
60367,53676,6691,35009,21,8278,6174,9249,High
124608,50655,73953,11382,58,9902,8586,9510,Low
85774,61571,24203,35566,40,15092,13727,10261,High
48752,40289,8463,22907,31,9463,10777,7916,Medium
80029,73291,6738,11153,53,23605,10019,6042,High
173757,90226,83531,133847,73,23316,16685,6416,High
155282,119759,35523,21811,86,34481,21363,15341,Medium
76693,49867,26826,0,34,12160,10106,8694,Low
141739,48107,93632,103771,60,11446,12600,2692,High
80961,60599,20362,0,16,14498,12769,12079,Low
151678,113540,38138,7667,15,26362,30579,15933,Low
99532,90065,9467,47631,33,23211,18347,17728,Low
106994,66684,40310,51513,28,13342,14721,6985,Medium
81133,36482,44651,0,92,11973,6839,4330,Low
86268,28379,57889,67118,18,6147,7509,4621,High
194315,110792,83523,84570,45,19887,31549,18713,Medium
56653,28113,28540,25371,49,4759,6404,2388,Medium
182729,145216,37513,76032,33,22172,38359,27514,Medium
196024,103946,92078,0,57,24382,11621,18722,Low
178252,163438,14814,37689,72,30648,45962,8618,High
146829,135890,10939,33740,78,20971,18723,9415,High
153377,107914,45463,62742,62,27410,16327,13426,Medium
26622,24056,2566,17180,63,6879,2662,2866,High
73756,58603,15153,0,51,9795,17175,9157,Medium
65809,43135,22674,0,54,10446,11663,2737,Low
41725,17407,24318,26930,99,5199,4919,2554,High
76226,45589,30637,0,23,15826,12283,6494,Low
106182,70565,35617,1276,38,20000,13824,6001,Low
54402,46871,7531,13609,15,9325,13349,6156,Medium
29263,17934,11329,0,16,5260,5270,1494,Low
72924,64427,8497,8067,46,17368,12918,4641,Medium
99182,73228,25954,0,62,14086,9894,9956,Low
167736,65257,102479,74115,27,20896,15121,12830,Medium
60737,57502,3235,0,96,13540,16968,4918,High
126332,81193,45139,0,47,27800,22281,8387,Low
114563,63549,51014,36662,68,18720,17308,5623,Medium
185445,135082,50363,115471,10,37676,38736,12153,High
192469,71363,121106,144923,77,21099,19895,7894,High
153575,109614,43961,105890,53,26923,27979,17020,High
126371,78836,47535,57047,56,19791,19208,4400,Medium
63709,35953,27756,20911,44,11513,5499,6959,Medium
175322,161202,14120,46699,96,46133,36152,9179,High
46172,29533,16639,4615,69,9729,6033,5380,Low
36555,16172,20383,3115,99,5307,4405,2978,Low
78276,46834,31442,43105,61,16171,9289,6026,High
82492,74044,8448,17144,17,21475,9296,5223,Medium
114599,47496,67103,23347,89,11895,4796,6401,Low
180834,79399,101435,144406,50,14550,18704,11456,High
36046,11119,24927,5419,12,3236,2334,1986,Low
141021,43607,97414,16703,78,9084,7247,5783,Low
184841,155100,29741,0,93,32042,20751,17310,Medium
179222,139054,40168,83131,23,27485,26885,24437,Medium
29853,15845,14008,0,35,5150,1902,3123,Low
145900,109994,35906,42629,79,35593,18393,16143,Medium
177864,99049,78815,0,67,27356,17417,17943,Low
84129,77346,6783,53061,49,18918,14937,10813,High
139130,129193,9937,0,60,36745,24976,19827,High
188059,104432,83627,0,14,28347,15811,16001,Low
171922,147035,24887,113367,86,34280,39705,22896,High
168184,134968,33216,75997,41,30492,23094,13247,Medium
146789,73614,73175,0,89,16677,10741,10037,Low
180130,81207,98923,14376,10,21749,10976,11297,Low
63890,38196,25694,2786,86,10677,6283,3714,Low
91017,73530,17487,0,63,17672,8346,7535,Medium
188993,174650,14343,0,20,60033,18614,28701,High
157596,125497,32099,64133,62,20929,27738,17244,Medium
125424,107348,18076,5489,17,23553,24027,7770,Medium
40048,27712,12336,0,34,6479,5706,4867,Low
191183,161170,30013,143119,49,24720,40688,29408,High
193976,157096,36880,92738,41,35031,16939,18839,Medium
79912,43555,36357,51746,97,8917,12508,3542,High
59008,38874,20134,37772,37,9765,4626,7469,High
156132,128510,27622,116428,87,27922,30174,23432,High
108559,35817,72742,66892,12,10574,4537,3103,High
80337,66298,14039,48054,93,16706,18296,4265,High
135616,56365,79251,25398,88,9917,11393,6543,Low
38350,24334,14016,1838,71,7300,2833,3685,Low
49354,40735,8619,20436,36,6918,9097,3108,Medium
70186,32635,37551,0,54,10371,3322,4144,Low
53145,24434,28711,40908,34,8216,6235,2780,High
190092,106793,83299,44089,70,22905,24574,19605,Low
111123,97956,13167,75825,53,32837,13961,11209,High
45581,13687,31894,14134,55,4223,2394,1780,Medium
113929,100929,13000,29456,23,33759,10250,19508,Medium
48051,19219,28832,0,17,5443,4588,1824,Low
76474,72157,4317,22227,57,14224,11872,6735,High
116748,107484,9264,36452,23,35351,23035,18265,High
150995,93849,57146,0,74,17535,27342,8599,Low
94626,59923,34703,0,89,11541,9581,10473,Low
31960,19591,12369,7385,91,4000,5839,1260,Low
191844,136792,55052,0,16,28842,30989,9122,Low
177592,63750,113842,0,88,16122,9461,11806,Low
61408,19724,41684,35331,97,5773,3695,2586,High
119006,40165,78841,70950,58,13464,9964,6338,High
82134,48363,33771,33803,64,8109,9154,4052,Medium
176563,84592,91971,46752,22,28835,9618,6339,Medium
157413,110870,46543,0,82,37059,14825,19429,Low
115327,108994,6333,28588,65,17526,28148,11312,Low
156410,86199,70211,63503,65,19141,19797,10193,Medium
168326,113282,55044,54032,24,35415,24238,6139,Medium
36344,20721,15623,24861,66,5642,2766,2235,High
157822,134263,23559,54532,67,41060,35922,22229,Low
92957,82402,10555,28712,44,24210,24073,14271,Medium
130423,113504,16919,71975,97,28302,12278,17571,High
83053,77516,5537,40027,25,12266,8961,11924,High
171968,54666,117302,14754,17,14587,15139,6884,Low
102454,86663,15791,41651,96,13841,22801,11331,Medium
115600,91168,24432,68017,54,24683,20383,14714,High
147732,66280,81452,117248,49,20552,19154,5772,High
184007,169582,14425,92613,63,45278,38882,14368,High
62641,24825,37816,18556,23,8673,3554,4778,Medium
54711,40579,14132,9898,68,9786,9971,2197,Medium
95342,42539,52803,66573,62,12751,9747,3016,High
131896,76552,55344,85950,36,21698,22747,10376,High
168254,129127,39127,31486,56,44973,18436,20747,Medium
112833,75164,37669,18110,89,21996,16504,9822,Low
81276,46967,34309,46498,15,8585,12025,4849,High
44541,22810,21731,11222,64,7780,3827,4486,Medium
119457,101034,18423,29281,53,28648,17775,15718,Medium
69813,27469,42344,8505,27,4446,7624,4799,Low
193270,112012,81258,40814,25,31532,20256,6276,Low
164892,146332,18560,0,21,47795,32916,12494,Medium
49070,41699,7371,28768,29,11067,11585,4425,High
167194,93730,73464,44982,54,20695,13306,7253,Low
105559,84027,21532,27749,73,26399,24903,5120,Medium
66786,55769,11017,15222,68,17093,13406,4671,Medium
162809,142909,19900,62295,99,36990,28470,18584,Medium
61062,39930,21132,8824,31,7222,7434,6163,Low
76571,33147,43424,29748,56,6635,9641,5505,Medium
50510,23535,26975,28454,38,7006,3321,1328,High
44426,21866,22560,1058,95,6805,3549,2497,Low
62265,42712,19553,0,54,8792,6900,2918,Low
173922,55885,118037,10452,86,12495,8818,6408,Low
91150,65028,26122,39060,18,10763,12596,7484,Medium
112312,60292,52020,76772,33,17647,17957,7520,Low
114613,56378,58235,447,24,8497,15659,10369,Low
99910,87088,12822,74865,45,13873,14420,14871,High
77375,46347,31028,0,22,6992,8554,6743,Low
146826,53119,93707,98900,53,14823,12424,9710,High
60435,50607,9828,0,80,11815,5234,7680,Medium
121443,40193,81250,64059,81,8420,10612,6946,High
159055,122852,36203,64981,87,40853,33902,16531,Medium
176734,141924,34810,67448,85,26761,38523,18277,Medium
48510,25671,22839,32400,45,5849,4492,4071,Low
197070,164772,32298,0,70,55703,31702,8725,Medium
119071,75631,43440,0,90,17805,7750,11613,Medium
31640,19020,12620,2825,49,4963,3421,3617,Low
69547,22916,46631,0,36,3805,4401,3599,Low
79620,38895,40725,51054,10,11980,10944,2159,High
171389,155133,16256,0,43,36386,43250,16550,High
140608,77993,62615,54172,77,24185,22869,13370,High
32564,21340,11224,17729,97,4284,5911,4135,High
183417,118453,64964,0,30,27776,12039,12499,Low
138824,94925,43899,69842,42,29171,21670,16723,High
104273,35438,68835,63635,16,12218,4027,6363,High
99859,53465,46394,0,74,8657,8261,3661,Low
135017,103967,31050,38481,12,32488,22421,18388,Medium
148618,63959,84659,32586,60,13440,15358,6308,Low
150341,64996,85345,96358,88,16908,15009,9033,High
54430,16686,37744,0,63,3470,1832,2183,Low
52788,30847,21941,38148,89,8411,3723,4610,High
169991,148534,21457,0,83,32790,18673,23924,Medium
94346,31486,62860,0,68,6823,3724,3656,Low
121122,51383,69739,89824,15,8097,6969,9415,High
64974,32588,32386,33706,38,5846,7746,5586,High
132309,102621,29688,40179,26,34215,27314,17221,High
41371,29638,11733,24990,69,10363,5387,3519,High
70084,39973,30111,0,31,12235,9535,2223,High
185701,147334,38367,78915,33,30551,20627,18245,Medium
86916,60516,26400,0,90,13948,17831,11181,Low
98972,87335,11637,0,94,26017,14846,6861,Medium
37984,31591,6393,26316,60,10857,8503,6235,High
58039,26949,31090,7993,59,6497,7790,4612,Low
110431,52613,57818,75138,20,16620,14360,8232,High
108691,41463,67228,0,65,14305,4702,6284,Low
83606,43393,40213,36748,80,14089,9983,5990,Medium
166688,158304,8384,87501,51,30937,19632,25027,High
127665,71969,55696,0,48,10910,7278,8153,Low
130373,57796,72577,29390,78,14357,6378,10217,Low
49574,39441,10133,0,57,10107,11170,6091,High
159502,104091,55411,109976,66,19803,29321,17246,High
168748,67033,101715,88299,30,13871,9730,11320,High
166888,91362,75526,0,91,27685,19132,5829,Low
57733,32873,24860,7340,29,8023,9566,1918,Low
27050,21369,5681,1156,24,4561,4259,3635,Medium
134996,42312,92684,0,78,11615,7561,3761,Low
58933,27985,30948,2326,86,7851,5503,3842,Low
49951,31790,18161,22751,60,9660,8203,3705,Medium
57413,27256,30157,0,85,4942,5327,1452,Low
190873,135230,55643,115621,71,40339,34707,7578,High
188985,115888,73097,46210,94,31276,21594,20172,Low
137573,73616,63957,65262,46,11890,11071,10391,Medium
196672,180345,16327,84597,15,55093,29810,23188,High
191472,136118,55354,721,80,30846,15730,26087,Low
160566,61731,98835,9298,35,13338,12313,4689,Low
147744,98110,49634,34320,17,23508,12717,8701,Low
114431,92400,22031,80764,82,20257,24237,15108,High
68001,51716,16285,7997,13,11256,9521,8599,Medium
92364,38040,54324,52528,30,11853,9624,4212,High
149988,139799,10189,0,40,24450,40666,26931,High
70028,41437,28591,44289,30,14259,11183,7903,High
193645,78109,115536,37636,34,20385,22674,4050,Low
156878,65438,91440,0,24,12209,13976,4963,Low
149343,54338,95005,0,44,9576,7230,9402,Low
153301,126057,27244,57413,58,33821,36188,12641,Medium
151295,57389,93906,107424,52,15873,15707,3691,High
185829,70862,114967,95332,50,11380,19337,11887,High
59636,50857,8779,19734,46,10100,12137,6010,Medium
49262,25812,23450,11539,66,7978,5807,3197,Low
105435,33745,71690,31638,51,5396,3473,2630,Medium
153583,51255,102328,0,56,16453,12793,7643,Low
194269,76233,118036,0,70,21469,9018,10115,Low
66844,29324,37520,51815,23,6946,4455,2375,High
89754,65730,24024,66997,77,14413,13822,6641,High
190229,76521,113708,0,62,11772,14565,10677,Low
102129,38530,63599,34464,93,12138,3974,7271,Medium
65042,51842,13200,0,43,9256,13727,9749,Medium
86665,63801,22864,62594,85,13519,17593,5945,High
141953,82753,59200,96576,33,21832,19560,13268,High
183448,120534,62914,60805,29,24010,25096,20048,Medium
170271,85610,84661,15308,78,21353,25010,14667,Low
143533,88075,55458,0,39,27467,10920,11944,Low
98781,62166,36615,45602,97,15175,15391,3206,Medium
91262,50349,40913,46918,16,17108,6327,8269,High
71600,63671,7929,48678,45,20342,11229,4201,High
101898,31633,70265,23845,47,6851,6867,2136,Low
174369,140961,33408,23361,89,32419,34876,19853,Medium
55448,21117,34331,16812,61,4955,2127,4171,Medium
51172,41879,9293,14474,24,11526,6370,3617,Medium
198946,139330,59616,0,55,28891,28930,20463,Low
32657,27697,4960,0,32,9523,5721,2646,Medium
181497,65953,115544,73860,21,17921,15005,12188,Medium
182757,121229,61528,105432,53,27868,19490,16854,High
137855,86256,51599,38896,24,24065,17950,6997,Medium
180650,137117,43533,0,58,31410,18916,12247,Medium
184903,119685,65218,69904,30,37528,16441,13748,Medium
32906,21437,11469,23097,24,5650,4615,1464,High
86413,50053,36360,2784,23,7928,11867,3093,Low
79028,39572,39456,50883,51,7334,4910,6015,High
32287,19807,12480,9530,89,6397,2467,2200,Medium
58660,22115,36545,40105,24,5806,4711,3514,High
85504,79089,6415,54873,72,26895,12181,5260,High
127979,97822,30157,35707,77,16090,17459,13839,Medium
59701,54871,4830,33140,36,11470,9884,6392,High
108300,48450,59850,13830,96,9142,6575,2844,Low
173746,151432,22314,124580,62,39488,15183,19946,High
108560,89639,18921,0,61,20308,24259,5595,Medium
179946,133186,46760,0,72,24167,32364,23195,Low
68642,48479,20163,38755,82,13503,11543,7019,High
90160,45599,44561,59205,62,11730,9543,6089,High
42602,35388,7214,8054,66,7252,8499,2477,High
128320,80326,47994,0,61,19756,23064,7479,Low
113801,39384,74417,35687,52,11781,9181,4880,Medium
50931,25636,25295,15022,16,4897,3922,3717,Medium
119377,108387,10990,0,51,22607,23206,8398,High
54192,46222,7970,16785,13,10132,8711,2372,Medium
71542,67123,4419,0,78,20092,14182,6827,High
152015,107656,44359,101654,14,34383,21910,13180,Low
67520,31118,36402,5470,84,7010,8456,2416,Medium
89772,36432,53340,0,89,7626,8392,4511,Low
75106,31656,43450,14944,50,10379,4360,3190,Low
106121,33201,72920,1315,13,11616,3738,3926,Low
50559,28006,22553,6745,11,7955,5177,2859,Low
130595,55428,75167,0,76,19288,5715,7996,Low
58742,33340,25402,0,30,9401,5456,1881,High
94669,85935,8734,0,79,25496,14918,6499,High
177826,103112,74714,5181,52,23481,18056,11848,Low
160044,139348,20696,115557,91,32968,41228,14414,High
95831,66466,29365,5619,78,11885,10686,7227,Low
137217,63207,74010,98157,18,19881,9673,10780,High
66873,35529,31344,12206,93,11945,4472,6500,Low
131532,46634,84898,77868,37,12809,9429,4071,High
151267,78167,73100,37481,35,17097,10219,13715,Low
165975,122888,43087,0,91,22218,27435,14601,Low
159092,55184,103908,89149,92,11204,7230,5025,High
66755,28939,37816,0,12,5819,6231,5724,Low
110956,60796,50160,0,82,16579,16126,10561,Low
111988,105081,6907,65642,58,35623,11401,20925,High
70648,57236,13412,34865,26,9137,10528,4305,Medium
150991,117284,33707,0,72,17616,22543,8394,Medium
165588,62182,103406,1247,64,16791,16056,7804,Low
140005,113074,26931,90588,32,23385,21889,16485,High
27396,22202,5194,5685,43,7240,4740,1679,Medium
109082,75344,33738,0,78,16232,19456,13491,Low
175201,165343,9858,0,24,34382,35044,21461,High
153322,78411,74911,105906,56,15988,13460,8753,High
157663,143761,13902,115656,12,25728,16844,20170,High
36303,32475,3828,28949,92,8648,7988,4716,High
186633,57382,129251,22946,37,10537,15735,3237,Low
96719,57313,39406,0,12,13464,16850,11461,Low
124616,116530,8086,0,13,28222,33248,12187,High
149165,54747,94418,70503,97,8436,14205,3242,Medium
111231,72974,38257,0,40,11191,16688,12978,Low
32314,30256,2058,465,54,7686,7754,6019,High
44623,29499,15124,33298,68,8531,5499,5087,Low
130228,55135,75093,0,54,18659,12072,9802,Low
189202,128358,60844,0,84,23851,21787,18469,Low
122624,53082,69542,77008,46,9058,8776,9997,High
182364,116313,66051,0,74,18658,29233,6439,Low
136785,47618,89167,0,18,11295,9084,7857,Low
111206,77128,34078,39817,26,21181,10985,11615,Medium
94274,59950,34324,62554,74,19070,8416,3443,High
158541,123837,34704,0,12,35482,33663,16296,Medium
78947,56048,22899,29541,35,10742,13202,7132,Medium
178606,117387,61219,38978,62,28449,24558,18045,Low
73874,55284,18590,27395,40,18358,9961,3407,Medium
74708,29402,45306,53062,35,6331,5473,5021,High
99553,68391,31162,36247,32,17080,7624,4849,Medium
93344,38445,54899,41512,39,13137,7342,4336,Medium
74138,66842,7296,0,19,19848,17318,12178,High
72638,25017,47621,0,81,7493,4442,3354,Low
103249,59857,43392,1253,98,11999,10577,6401,Low
130865,98445,32420,29705,73,22931,10153,5634,Medium
27719,16568,11151,0,31,2758,3173,2499,High
178962,64401,114561,90740,24,17472,6766,12750,High
192581,127044,65537,69337,65,21692,27196,23727,Medium
67534,48425,19109,18251,83,15359,9750,7631,Medium
117241,88805,28436,36400,29,27788,23799,5842,Medium
174859,94881,79978,33893,56,24357,20528,8151,Low
151209,100762,50447,0,96,17959,16594,7862,Low
117124,69448,47676,0,62,10772,14115,7175,Low
116659,85958,30701,1251,62,26590,20624,7334,Low
189134,128481,60653,0,10,34693,15262,11134,Low
100713,64631,36082,78391,11,18884,14491,9210,High
100418,46412,54006,17790,67,9781,13149,4539,Low
153232,46170,107062,98755,28,11630,7379,6998,High
190904,78872,112032,0,71,23617,17771,15157,Low
188038,70719,117319,0,87,17150,18688,10308,Low
169059,100066,68993,118262,81,27045,20249,16285,High
193383,134975,58408,88351,21,41564,32879,21965,Medium
56575,24808,31767,407,35,4789,4023,2471,Medium
88852,80889,7963,18325,36,13199,13040,4225,High
157079,47805,109274,51122,38,12255,11163,2784,Medium
101242,81195,20047,37262,24,13188,19574,7495,Medium
54257,38326,15931,0,55,11624,11014,5880,High
198279,107627,90652,0,10,31625,15602,20018,Low
169353,56363,112990,79951,69,18393,10914,10924,Medium
86246,61050,25196,36164,66,16966,9163,3289,Medium
26435,14556,11879,5984,12,2379,1688,2889,Low
116357,105718,10639,3535,27,21210,19097,10399,High
182732,119194,63538,145395,61,37139,20837,21030,High
161156,146776,14380,62139,69,26922,22616,11308,High
169579,75176,94403,102561,43,21778,11982,4468,High
108807,83968,24839,39371,98,25698,14449,8963,Medium
140953,98837,42116,4867,69,21351,29430,17675,Low
163563,127679,35884,40511,35,27381,32761,10613,Medium
148797,65401,83396,38105,81,17106,7474,4780,Medium
88888,65087,23801,0,28,20974,17865,12136,Low
98609,61505,37104,0,31,11980,13940,11732,Low
34077,26676,7401,7508,42,9023,7419,1384,High
45953,23554,22399,35576,47,6355,3965,3747,High
139682,122715,16967,35930,44,42757,23672,11827,Medium
92889,32956,59933,74179,76,5534,9202,3500,Low
179893,148352,31541,143362,92,26007,22922,17856,High
193639,166501,27138,29620,19,52502,47136,18984,Medium
140374,116680,23694,35120,24,37681,31001,14847,Medium
49860,31574,18286,19387,20,7549,9349,4336,Medium
177267,103692,73575,0,99,30362,17093,12426,Low
102475,97102,5373,43289,33,31413,14288,15073,Low
112266,50403,61863,87068,86,7995,8375,7953,High
177499,116345,61154,102805,13,30807,33848,13502,High
125732,92531,33201,21328,22,29674,15417,6603,Low
52083,39352,12731,4379,82,9036,8383,5749,Medium
82372,35635,46737,0,66,7500,6440,5913,Low
148786,107884,40902,18860,46,33351,19337,15720,Low
32813,27298,5515,20676,57,5927,3785,3772,High
56598,18819,37779,14083,80,2834,3903,1588,Low
118106,105408,12698,0,10,36040,28447,15470,Medium
